Index;Scene;Character_name;Character_gender;Dialogue
642;53;Atreus;Male;so uh what's happening right now
643;53;Tyr;Male;This seal is meant to represent the balance of the realm when Freyr was here Light and Dark working together in harmony how's that look Atreus
644;53;Atreus;Male;good I think father now you go
645;53;Tyr;Male;unfortunately for Alfheim Freyr couldn't accept his sister's decision to marry Odin he returned to Vanaheim and left this realm to its fate
646;53;Mimir;Male;to be fair the Aesir did set him on fire that one time
647;53;Tyr;Male;Hmm the door should have opened are you sure it's balanced?
648;53;Atreus;Male;yeah but the realm isn't not anymore father try pulling it the other way yeah yeah and Tyr you keep pushing forward
649;53;Tyr;Male;Fine work Atreus shall we
650;54;Atreus;Male;nothing
651;54;Tyr;Male;what's wrong
652;54;Atreus;Male;I could hear Mother inside last time but I can't anymore
653;54;Tyr;Male;her soul is one with a light now united by forces older than Odin himself she is at peace Atreus
654;54;Atreus;Male;I hope so the father went inside the Light he said he
655;54;Tyr;Male;he went inside the light of Alfheim?
656;54;Kratos;Male;yes
657;54;Tyr;Male;and yet here you stand of sound mind and decidedly not incinerated you must tell me Kratos what did you see
658;54;Kratos;Male;that memory is for me alone but I felt only moments pass
659;54;Atreus;Male;didn't feel like moments to me
660;54;Kratos;Male;I was trapped Atreus overcame great odds to save me
661;54;Tyr;Male;one could but only imagine well then Gróa's Triptych awaits
662;54;Atreus;Male;so did you ever meet Gróa?
663;54;Tyr;Male;many times but she was plagued by constant visions so conversation was difficult to say the least
664;54;Atreus;Male;what are you doing
665;54;Kratos;Male;I heard something
666;54;Atreus;Male;father she's she's gone
667;54;Kratos;Male;Yes. Keep moving
668;55;Tyr;Male;Giants always did enjoy hiding their secrets in plain sight
669;55;Atreus;Male;wait until you see this
670;55;Mimir;Male;ah yes here we have Gróa's search for her missing husband she was relentless in an attempt to find him meditated for weeks on end unfortunately she found something else a vision of Ragnarok
671;55;Tyr;Male;word of Gróa's vision reached Odin he sought her out demanded a private retelling
672;55;Mimir;Male;didn't like what he had apparently
673;55;Atreus;Male;Ironwood that's the I don't know what that is
674;55;Tyr;Male;the mythical sanctuary for Giants curious
675;55;Atreus;Male;so it's in Jotunheim?
676;55;Mimir;Male;I know some Giants thought so but Ironwood isn't anywhere lad it's a concept A metaphorical paradise it's not real
677;55;Tyr;Male;presumably Gróa requested her ashes be returned to Jotunheim, while her soul found peace in the light difficult to imagine Odin respecting those wishes Hmm… the champion?
678;55;Atreus;Male;I think it's supposed to be me
679;55;Kratos;Male;you assume too much
680;55;Mimir;Male;Aye best not to read into these abstractions so literally prophecies are slippery by nature although some are more obvious than others
681;55;Kratos;Male;Ragnarok
682;55;Mimir;Male;Aye the end of everything
683;55;Atreus;Male;so this is it there's nothing we can do to stop it
684;55;Tyr;Male;there must be a way why else is this hidden
685;55;Atreus;Male;look Tyr this is what we saw It's you fighting in Ragnarok
686;55;Tyr;Male;no I don't I can't
687;55;Mimir;Male;what's this then well that's new
688;55;Atreus;Male;Asgard is destroyed but the other Realms thrive
689;55;Kratos;Male;and Odin dies
690;55;Tyr;Male;she lied
691;55;Mimir;Male;Gróa lied! of course she did Odin's working off a false prophecy
692;55;Atreus;Male;so then we can win Ragnarok we can beat Odin
693;55;Kratos;Male;we are not present in any of this
694;55;Atreus;Male;but that was Tyr leading the charge against Asgard plus Hel's army was there and the Elves, The Champion okay whoever that is doesn't matter but for the first time we know something Odin doesn't we just saw we can win Tyr?
695;55;Tyr;Male;I won't allow prophecy to Define my choices
696;55;Atreus;Male;but we just saw you
697;55;Tyr;Male;no Atreus this is wrong
698;55;Kratos;Male;Come there is much to discuss It is time
699;56;Atreus;Male;I it's gonna be okay Tyr
700;56;Tyr;Male;you've seen what is to come I told you I would not follow you to war and yet here I am dragging an innocent
701;56;Atreus;Male;innocent
702;56;Tyr;Male;and marching towards the destruction of Asgard
703;56;Atreus;Male;what choice do we have
704;56;Tyr;Male;there is always a choice I will not lead you to war I won't I'm not that God anymore I don't want to fight but with you three there is no avoiding it your path leads to countless deaths unimaginable pain and suffering
705;56;Atreus;Male;oh no no
706;56;Kratos;Male;Atreus!
707;56;Mimir;Male;Bollocks
708;56;Kratos;Male;hold on
709;56;Tyr;Male;over here your chains
710;56;Atreus;Male;ACK
711;56;Mimir;Male;ACK agreed oh
712;56;Kratos;Male;Are you injured?
713;56;Atreus;Male;no sir hey Tyr thanks and I'm sorry about before I I
714;56;Tyr;Male;No I am sorry should never have come we shouldn't linger
715;57;Tyr;Male;You want war Atreus? see for yourself the legacy this one has left for the Barrens I've had far more than I can stomach
716;58;Atreus;Male;well I hope Tyr's had enough time to find his equilibrium or whatever
717;58;Mimir;Male;indeed I saw flashes of the old God of War in them but they were fleeting
718;58;Kratos;Male;there is nothing wrong with opposing War nor opposing prophecy
719;58;Mimir;Male;I suppose that's fair Never can't be quite sure what the Giants meant by any of it
720;58;Atreus;Male;am I the only one that remembers they predicted our entire journey to Jotunheim? if the Giants saw Tyr leading armies at Ragnarok then I believe them
721;58;Mimir;Male;the question is how you'll ever make Tyr believe it
722;59;Tyr;Male;Ah! Glad to see you back young one come help me won't you
723;59;Atreus;Male;Oh sure
724;59;Kratos;Male;Atreus! Eat
725;59;Sindri;Male;oh careful careful
726;59;Tyr;Male;thank you enjoy enjoy my friends
727;59;Brok;Male;yeah we'll see about that
728;59;Tyr;Male;here you are a male fit for a Champion
729;59;Kratos;Male;enough I said we would speak no more of that
730;59;Tyr;Male;yes of course didn't mean to offend
731;59;Atreus;Male;uh I'm not offended it's just a word
732;59;Kratos;Male;A word that clouds your judgment
733;59;Atreus;Male;so you really don't think it means anything after the journey mom sent us on everything we saw in Jotunheim? what was it all for don't you ever think about that
734;59;Kratos;Male;Every day but I cannot believe her purpose was to inspire you to take foolish risks
735;59;Atreus;Male;but what if the Giants are counting on me
736;59;Kratos;Male;what Giants I'm counting on you safe to be smart to use the judgment of a man and not of a child
737;59;Atreus;Male;but what if Loki going to Ironwood it's the only way that
738;59;Kratos;Male;You are Atreus my son and nothing more do you hear me
739;59;Atreus;Male;I'm not hungry anymore
740;59;Tyr;Male;forgive me Kratos my words were chosen carelessly
741;60;Sindri;Male;you really should eat some people swear by it on almost a daily basis
742;60;Atreus;Male;I just don't understand why is there all this stuff about Loki and the Champion and Ironwood if none of it's real he's just so ungh!
743;60;Sindri;Male;mind if I give you the best advice you've heard all day and possibly ever sleep that's when all the troubles of your mind work themselves out
744;60;Atreus;Male;sure fine sleep sounds great
745;60;Sindri;Male;I mean it
746;60;Atreus;Male;I do too get out of here already
747;60;Sindri;Male;already gone
748;60;Atreus;Male;Ironwood
749;61;Angrboda;Female;Loki
750;61;Atreus;Male;uh What are
751;61;Young Atreus;Male;I wish I'd known I was a god in Alfheim I wouldn't have felt so bad about killing so many Elves
752;61;Atreus;Male;what's going on is that a mask
753;61;Young Atreus;Male;I mean just knowing we are Gods makes me feel so much stronger
754;61;Atreus;Male;where am I
755;61;Young Atreus;Male;It's all you ever talk about over and over do something about it or shut up already
756;61;Atreus;Male;Little People's little problems
757;61;Young Atreus;Male;We are sick of hearing about little people's little problems!
758;61;Atreus;Male;memories and not nice ones
759;61;Young Atreus;Male;You broke the fate! That was our only way to Jotunheim!
760;61;Atreus;Male;what do you want
761;61;Young Atreus;Male;Let go!
762;61;Atreus;Male;I don't understand
763;61;Young Atreus;Male;whatever whatever whatever whatever whatever whatever whatever
764;61;Atreus;Male;hey dont run off! can you tell me where I am
765;61;Young Atreus;Male;whatever whatever whatever whatever whatever whatever whatever whatever whatever whatever whatever
766;61;Atreus;Male;will you stop huh I gotta get out of here okay
767;61;Young Atreus;Male;he should pay for what he said about mother
768;61;Atreus;Male;no
769;61;Young Atreus;Male;but we're Gods we can do whatever we want
770;61;Atreus;Male;No not this please please wait please stop Aaaugh! why is this happening
771;61;Young Atreus;Male;this is a much better knife than mothers
772;61;Atreus;Male;please stop
773;62;Atreus;Male;where am I Uh easy, huh okay I guess I'll see you around the other side where am I can you understand me oh hi there so where are we going got it I was having the weirdest dream and just kind of woke up here is this Ironwood any idea how I got here I dreamed my way here I mean suppose I must have I'm here scent what scent that oh that might be Fenrir you are smelling wish he were here to meet you there's a lot of you huh what's that smell the air here it's I don't know sweeter maybe it's these trees you would tell me if you were gonna eat me that's a joke right I've never seen a forest like this before through here
774;63;Angrboda;Female;I'm not finished with it yet
775;63;Atreus;Male;AH!
776;63;Angrboda;Female;the paint is made from the bark of the Ironwood trees they absorb the memories of the forest so that the paint remembers too memories of the past of the future I'd hate to get blood on it oh it's really you
777;63;Atreus;Male;uh you know who I am what's wrong
778;63;Angrboda;Female;I have been waiting my whole life for this moment huh you you look weirder than I imagined
779;63;Atreus;Male;oh
780;63;Angrboda;Female;sorry um was that mean
781;63;Atreus;Male;kind of
782;63;Angrboda;Female;damn it I'm already messing this up it's just you're the first person that I've talked to and in a very long time and weird can be good
783;63;Atreus;Male;uh thanks
784;63;Angrboda;Female;let's start over I'm Angrboda you must have a lot of questions
785;63;Atreus;Male;uh yeah where are we
786;63;Angrboda;Female;Follow me you'll get your answers soon enough well some of them
787;64;Atreus;Male;whoa
788;64;Angrboda;Female;gotcha
789;64;Atreus;Male;thanks guess I'm still getting the hang of things here
790;65;Angrboda;Female;Loki
791;65;Atreus;Male;gah!
792;65;Angrboda;Female;I've got it tell me when let go!
793;66;Angrboda;Female;help me with this
794;66;Atreus;Male;oh sure
795;66;Angrboda;Female;hang on okay now you
796;66;Atreus;Male;whoa
797;66;Angrboda;Female;that's Idi's medallion race you across?
798;66;Atreus;Male;what
799;66;Angrboda;Female;go
800;66;Atreus;Male;ah okay
801;66;Angrboda;Female;I could slow down Woooo
802;66;Atreus;Male;Woah
803;66;Angrboda;Female;First one off the medallion wins
804;66;Atreus;Male;Well you beat me
805;67;Angrboda;Female;Ready?
806;67;Atreus;Male;yeah I'm ready I have seen this before where we scattered mother's ashes it was on the wall everything had happened already just the way it said but this part was damaged oh that's us what's in the bag huh I wonder who he is wait no no that's not right that can't be what happens Oh no no no no this isn't real Ironwood's not real the Utangard's not real none of this is real Ahh!
807;67;Angrboda;Female;Loki? Loki! hey hey whoa whoa! you're okay you're okay all right it'll be okay look at me hey hey hey hey hey calm down calm down it's fine just breathe that's good hey hey breathe Breathe good That's good see it's okay Let go come on back it's okay you're fine
808;67;Atreus;Male;I am sorry I don't know what happened
809;67;Angrboda;Female;No don't worry about it it happens to everyone
810;67;Atreus;Male;that happens to everyone
811;67;Angrboda;Female;not the wolf part but getting scared about your future
812;67;Atreus;Male;that cannot be my future it says I serve Odin and my father dies there's just no way
813;67;Angrboda;Female;look this is the only way things turn out the sooner you accept that the better oh shit that was mean too look just forget about that now forget the future forget Loki you're a Giant and you're clearly coming into some powers that you don't understand yet come on let's take a walk you can help me with something and I'll teach you you know Giant stuff come on
814;68;Atreus;Male;what's this
815;68;Angrboda;Female;here follow me
816;68;Atreus;Male;where are we going
817;68;Angrboda;Female;we're gonna get some food plant some seeds my everyday stuff
818;69;Angrboda;Female;Loki meet Jalla
819;69;Atreus;Male;Hi Jalla uh nice to meet you Oh wow she she's a big girl huh
820;69;Angrboda;Female;come on up good girl Ganga
821;69;Atreus;Male;so um I guess you know about the whole Champion of the
822;69;Angrboda;Female;Jotnar? Yeah Do you want me to call you that instead?
823;69;Atreus;Male;nah Loki's good
824;69;Angrboda;Female;sure Champ
825;69;Atreus;Male;so where did you say we were going
826;70;Angrboda;Female;Aha! here's one let's grab it
827;70;Atreus;Male;who's it for
828;70;Angrboda;Female;wolves gotta eat don't they
829;70;Atreus;Male;never seen fruit like this before
830;70;Angrboda;Female;they're called Greenbulbs my mother made me eat one every day for strength they taste terrible
831;70;Atreus;Male;seems like they work though excuse me
832;70;Angrboda;Female;it sounds like she likes you
833;70;Atreus;Male;yeah sure
834;70;Angrboda;Female;could you grab that one
835;70;Atreus;Male;got it those walls you take care of them
836;70;Angrboda;Female;I do they're good friends
837;70;Atreus;Male;can't wait to meet more of them how many more of these fruits do you need
838;70;Angrboda;Female;you in a hurry to leave
839;70;Atreus;Male;no I just gotta save my father's life now apparently
840;70;Angrboda;Female;Loki we have time
841;70;Atreus;Male;I see some fruit up there
842;70;Angrboda;Female;then we should be up there too Upp!
843;70;Atreus;Male;wait were you talking to me or the yak?
844;71;Angrboda;Female;listen I know we're out here having fun and all but maybe we should talk about what you saw on the mural
845;71;Atreus;Male;what I saw would never happen I wouldn't join Odin if it cost me my father
846;71;Angrboda;Female;If I learned anything from my mother it was that these things have a way of coming true one way or another
847;71;Atreus;Male;I learned from my father to close your heart to it but I can't not for this you know I may have thought about going to Asgard but I'd never do it
848;71;Angrboda;Female;yeah
849;71;Atreus;Male;my father wasn't helping me figure out my destiny when Odin and I were alone he offered to teach me
850;71;Angrboda;Female;If you were alone with Odin he could have easily killed you
851;71;Atreus;Male;I mean not that easily
852;71;Angrboda;Female;let's head up to that ledge
853;72;Atreus;Male;getting these ingredients feeding your animals you do this every day
854;72;Angrboda;Female;if I don't they'll die
855;72;Atreus;Male;just seems like a lot for someone your age
856;72;Angrboda;Female;our age
857;72;Atreus;Male;uh right
858;72;Angrboda;Female;one of the last conversations I had with my father he said he was sorry he couldn't protect me that I'd have to grow up so fast
859;72;Atreus;Male;at least you got an apology
860;72;Angrboda;Female;dads have a way with words huh you know maybe Odin needs you for something
861;72;Atreus;Male;or maybe it's not what it looks like maybe I'm tricking Odin
862;72;Angrboda;Female;Oh is trickery something you're good at
863;72;Atreus;Male;I lied to my dad a couple times
864;72;Angrboda;Female;Ah a master of deception
865;72;Atreus;Male;hey if I need to like fix my bow or something can I
866;72;Angrboda;Female;of course I've got supplies on my tool chest over there
867;72;Atreus;Male;you know I paint too well I draw
868;72;Angrboda;Female;what do you draw
869;72;Atreus;Male;all kinds of things monsters artifacts anything father and I encounter on our journeys
870;72;Angrboda;Female;oh is your father an artist too
871;72;Atreus;Male;haha! No
872;72;Angrboda;Female;there are some roots up this way easy girl you've got this
873;72;Atreus;Male;do you have any animals that could maybe uh go faster no offense Jalla
874;72;Angrboda;Female;of course I do they just can't carry both of us this is much easier
875;72;Atreus;Male;hmm got it
876;72;Angrboda;Female;I've got this one there's another of the pack just take only what you need see you won't need that the root snap pretty easily There just take a little off twist out of do it
877;72;Atreus;Male;like that
878;72;Angrboda;Female;exactly we're coming there's more roots this way
879;73;Atreus;Male;she really doesn't like me huh
880;73;Angrboda;Female;she does it's just apart from me the only other person she spent time with is not very
881;73;Atreus;Male;Draugr! On the ridge woah
882;73;Angrboda;Female;Loki show me the wolf
883;74;Angrboda;Female;Well at least there's some roots down here grab them while we look for a way out no knife remember
884;74;Atreus;Male;oh yeah guess it isn't a total loss
885;75;Atreus;Male;are there any animals you can turn into
886;75;Angrboda;Female;not yet but for you that might be a God thing and not a Giant thing
887;76;Angrboda;Female;clears my mind I try to see how many bounces I can get you want to try
888;76;Atreus;Male;it looks easy enough oh
889;76;Angrboda;Female;a little help
890;76;Atreus;Male;no I I think I got it how about uh one oh you're laughing at me now
891;76;Angrboda;Female;I am not laughing at you
892;76;Atreus;Male;you're not
893;76;Angrboda;Female;I am laughing at the situations
894;76;Atreus;Male;uh-huh okay well I might need a little help
895;76;Angrboda;Female;you'll get it throw it flatter it's all about timing when you release the rock
896;76;Atreus;Male;watch this
897;77;Angrboda;Female;I got it
898;77;Atreus;Male;Oh more marbles
899;77;Angrboda;Female;wait you've seen these before
900;77;Atreus;Male;not these but I found a few in Midgar
901;77;Angrboda;Female;where
902;77;Atreus;Male;inside your mother's murals
903;77;Angrboda;Female;oh but that's there are more out there
904;77;Atreus;Male;what are they
905;77;Angrboda;Female;just look
906;77;Atreus;Male;Thiazi Hrodr
907;77;Angrboda;Female;hey careful
908;77;Atreus;Male;Bára Giants these belong to the Giants
909;77;Angrboda;Female;these are the Giants they had a choice they could stay in Jotunheim waiting for Odin to find a way in to slaughter them or they could hide my father helped whisper their souls into these and before he died he passed them on to me It's within these they've found peace Now they are your responsibility
910;77;Atreus;Male;are you sure
911;77;Angrboda;Female;Well it's what my mother saw you're supposed to know what to do with them when the time comes
912;77;Atreus;Male;and when's that
913;77;Angrboda;Female;I don't know Let's head back
914;77;Atreus;Male;this is a lot of responsibility
915;77;Angrboda;Female;it is and it's all yours
916;77;Atreus;Male;hey you okay
917;77;Angrboda;Female;yeah yeah no I'm just I'm done I guess now that I've given you those my part in all this is over
918;77;Atreus;Male;you could always come with me we could fight Odin together
919;77;Angrboda;Female;If I was supposed to fight alongside you I wouldn't disappear from your damn mural halfway through
920;77;Atreus;Male;I understand well we shouldn't break up the set don't you think
921;77;Angrboda;Female;let's keep walking
922;78;Angrboda;Female;help me with this we should get back to Jalla something feels off
923;78;Atreus;Male;uh Angrboda could you help is she okay oh
924;78;Angrboda;Female;Loki what is happening?
925;79;Atreus;Male;perfect hey hey I uh
926;79;Angrboda;Female;killed a flower
927;79;Atreus;Male;oh I it's a gift
928;79;Angrboda;Female;thanks but uh you keep it
929;80;Atreus;Male;you know I thought learning my destiny would change something but I'm still just me was it like that for you
930;80;Angrboda;Female;you're always still going to be you Loki it's about coming to terms with it
931;80;Atreus;Male;and you've come to terms with it
932;80;Angrboda;Female;I thought so
933;80;Atreus;Male;back the way we came
934;80;Angrboda;Female;no head around the sinkhole it'll be quicker
935;81;Angrboda;Female;perfect timing
936;81;Atreus;Male;for what oh wow
937;81;Angrboda;Female;I know things have been weird in a lot of ways but I'm glad you came here
938;81;Atreus;Male;me too
939;82;Angrboda;Female;when
940;82;Atreus;Male;I don't know after things calm down
941;82;Angrboda;Female;as in after Ragnarok
942;82;Atreus;Male;yeah
943;82;Angrboda;Female;sure I don't think I'll be busy then come on girl you can make it
944;82;Atreus;Male;what's up here
945;82;Angrboda;Female;a shortcut
946;82;Atreus;Male;good girl you can do it Jalla I believe in you
947;82;Angrboda;Female;let's give Jalla a break
948;82;Atreus;Male;I meant what I said before you know buy your paintings they're really good
949;82;Angrboda;Female;are you trying to cheer me up
950;82;Atreus;Male;yeah is it working
951;82;Angrboda;Female;ask me again
952;82;Gryla;Female;About damned time
953;82;Atreus;Male;What the
954;82;Gryla;Female;shut up too late to whine now
955;82;Angrboda;Female;now damn it
956;82;Atreus;Male;who was that
957;82;Angrboda;Female;Gryla she
958;82;Atreus;Male;what's wrong with it I can't feel anything
959;82;Angrboda;Female;there's nothing to feel Gryla whispered its soul away
960;82;Atreus;Male;you know where she lives
961;82;Angrboda;Female;what are you gonna do
962;82;Atreus;Male;I've buried enough wolves this winter
963;82;Angrboda;Female;follow me
964;83;Angrboda;Female;almost got it
965;83;Atreus;Male;I can't feel anything just like the other one
966;83;Angrboda;Female;she took its soul There is not much more we can do
967;83;Atreus;Male;hold this
968;83;Angrboda;Female;what are you
969;83;Atreus;Male;You didn't have a least favorite Giant did you
970;83;Angrboda;Female;what
971;83;Atreus;Male;never mind this one
972;83;Angrboda;Female;no you can't
973;83;Atreus;Male;your mother said I'd know what to do with these
974;83;Angrboda;Female;yes eventually I just gave them to you
975;83;Atreus;Male;I know but they can't hide forever right and we can't just leave it here to die
976;83;Angrboda;Female;are you sure
977;83;Atreus;Male;no I actually don't know how to do this part
978;83;Angrboda;Female;okay together then Vekja
979;83;Atreus;Male;Vekja
980;83;Angrboda;Female;Vekja
981;83;Atreus;Male;wait that's it where's it going that even work
982;83;Angrboda;Female;I don't know, here what you're giving up already they're your responsibility
983;83;Atreus;Male;It's not that It's not I just think they're better off with you
984;83;Angrboda;Female;Loki are you certain
985;83;Atreus;Male;call me Atreus
986;83;Angrboda;Female;okay
987;84;Angrboda;Female;we have to close the door
988;84;Atreus;Male;I've got it
989;85;Angrboda;Female;Hide!
990;85;Gryla;Female;enough whining you won't even remember in a moment
991;85;Angrboda;Female;no
992;85;Atreus;Male;but she is going to kill him
993;85;Angrboda;Female;no because we are going to stop her I have avoided this for too long She is not well
994;85;Gryla;Female;you know you should be thanking me what good does a soul do anybody it's just a vessel for pain I damn near envy you
995;85;Angrboda;Female;okay the cauldron without it she'll have no use for the souls I will distract her you free the wolf then we break the cauldron
996;85;Atreus;Male;you sure
997;85;Angrboda;Female;no but we can't hide forever go
998;85;Atreus;Male;what
999;85;Angrboda;Female;grandmother!
1000;85;Gryla;Female;I told you never to come back here
1001;85;Angrboda;Female;that's right look at me
1002;85;Gryla;Female;so many things I've forgotten and you refuse to be one of them
1003;85;Angrboda;Female;it doesn't have to be this way if Ragnarok is coming wouldn't you rather face it together?
1004;85;Gryla;Female;What'd destiny ever do for anybody? Was it your mom's destiny to go so young? Was it your father's destiny to marry that absolute fool?
1005;85;Angrboda;Female;I won't give up on you
1006;85;Gryla;Female;you brought a friend
1007;85;Angrboda;Female;Loki
1008;85;Gryla;Female;Loki
1009;85;Angrboda;Female;Let him go
1010;85;Gryla;Female;get out of my house
1011;85;Angrboda;Female;through here follow me
1012;85;Gryla;Female;that's right run
1013;86;Gryla;Female;where'd you go you hiding You should have stayed hidden with your paintings girl get away from that No no stop! No
1014;86;Atreus;Male;She's so strong
1015;86;Gryla;Female;Please stop no Get off of it No What did you do
1016;86;Angrboda;Female;I saved you
1017;86;Gryla;Female;I should have thrown you to the wolves right after I pulled you out of your mother get out
1018;86;Angrboda;Female;I just
1019;86;Gryla;Female;Get out
1020;86;Angrboda;Female;no let's go
1021;86;Gryla;Female;you think you've done something here granddaughter you are nothing and no one will ever remember you not even Loki you'll just be a forgotten chapter in his story he'll be too busy mourning his father I see you again you'll wish you died with your parents
1022;86;Atreus;Male;you sure it's all right to leave her here what if she comes out looking for
1023;86;Angrboda;Female;she used to leave me food
1024;86;Atreus;Male;what
1025;86;Angrboda;Female;she'd say she didn't care about me but sometimes I'd wake up and I'd see a loaf of bread sitting next to the fire baked just the way she always used to she is not a monster you know she's lost
1026;86;Atreus;Male;you wanna walk?
1027;87;Atreus;Male;so prove me wrong one two three go
1028;87;Angrboda;Female;fine
1029;87;Atreus;Male;you coming or what
1030;87;Angrboda;Female;go go go
1031;87;Atreus;Male;Your fox oh no you don't
1032;87;Angrboda;Female;watch the turn here I have absolutely no ide what you're saying this field always smells so amazing I assume your nose is much better like this don't get too distracted You really gonna let me beath you again Those paws can only carry you so far Eisa faster we got him now whooooa I don't think so almost there heh you really made me work for it
1033;87;Atreus;Male;work for it you rode a magic Fox the whole way
1034;87;Angrboda;Female;Loki Atreus thank you
1035;87;Atreus;Male;I'm sorry she was so hard on you
1036;87;Angrboda;Female;me too
1037;88;Angrboda;Female;I still don't believe it do you
1038;88;Atreus;Male;I can't you think I'm being stupid
1039;88;Angrboda;Female;I think you care for your dad so much you can't conceive of a world where you let him get hurt come here I need to show you something
1040;88;Atreus;Male;Laufey my mother's
1041;88;Angrboda;Female;I wish it weren't empty but I know how it feels to lose a parent to lose both your mother may be gone but your father you've still got time to say goodbye
1042;88;Atreus;Male;I know what you're trying to say and I appreciate it I do but I don't know we've got to be more than a bunch of stories with our endings already written what happens to you now
1043;88;Angrboda;Female;I dont know like I said once you're gone my part in this is over So you know feel free to stay
1044;88;Atreus;Male;I think your part is as big as you want it to be
1045;88;Angrboda;Female;what are you gonna do
1046;88;Atreus;Male;no idea but I can't just sit back and let my dad die I gotta get back
1047;88;Angrboda;Female;okay
1048;88;Atreus;Male;huh the stars here are different
1049;88;Angrboda;Female;no you just are
1050;88;Atreus;Male;I am gonna see you again
1051;88;Angrboda;Female;sure okay now close your eyes and hold that tight you don't want to lose it home think of it repeat it
1052;88;Atreus;Male;Home home home like that oh no other Home other Home other home Ahh shit
1053;89;Kratos;Male;What were you thinking
1054;89;Atreus;Male;I wanted to visit Fenrir
1055;89;Kratos;Male;for two days
1056;89;Atreus;Male;I
1057;89;Kratos;Male;do not lie to me again why did you come here alone do you seek death
1058;89;Atreus;Male;no more than you
1059;89;Kratos;Male;then why why what is it you will not tell me I have tried to walk this path with you we follow your every whim
1060;89;Atreus;Male;but you don't believe in any of it
1061;89;Kratos;Male;and still I follow because all that matters is that you are safe
1062;89;Atreus;Male;but that's not all that matters who's keeping you safe
1063;89;Kratos;Male;I do not need you to protect me
1064;89;Atreus;Male;you sure about that
1065;89;Kratos;Male;what do you know
1066;89;Atreus;Male;I can't talk about it but I just need you to trust me you kept secrets but I trust you
1067;89;Kratos;Male;that is not the same
1068;89;Atreus;Male;why not you hid things mother hid things you had good reasons and so do I why can't you just
1069;89;Kratos;Male;Later
1070;90;Vanadis;Female;RAAAAAHH!
1071;90;Atreus;Male;No! Stop! Remember us?! Father
1072;91;Kratos;Male;Freya? ARGH
1073;91;Freya;Female;Every agony, every violation imaginable
1074;91;Atreus;Male;No!
1075;91;Kratos;Male;Atreus! you do not want this calm your mind, control it she was our friend Atreus! Atreus! Are you harmed?
1076;91;Freya;Female;Maybe for the moment, you are more use to me alive
1077;91;Kratos;Male;Atreus home
1078;91;Atreus;Male;Home really?
1079;91;Kratos;Male;you will tell the truth when I return I must say things right
1080;91;Sindri;Male;Ahem we'll take him oh your majesty a pleasure to see you again
1081;91;Brok;Male;Braudnefr
1082;91;Kratos;Male;do not let him out of your sight if
1083;91;Brok;Male;you heard him sunshine come on get a move on
1084;91;Kratos;Male;what is it do you want
1085;91;Freya;Female;I refuse to remain bound to this realm we traveled to Vanaheim
1086;91;Brok;Male;well guess it's just us then one gateway to Vanaheim coming right up
1087;92;Mimir;Male;and what is it you expect to meet Kratos for highness clearly you've been quite capable of breaking Odin's curses on your own
1088;92;Freya;Female;The other curses grew weak from Fimbulwinter but I still needed help to break them this one is held strong
1089;92;Brok;Male;so all that trying to kill him that's just your goddessy way of asking for help?
1090;92;Freya;Female;I don't recall asking you to come along
1091;92;Brok;Male;it's because you did not I got an old drinking buddy I've been meaning to look up once this joint were back on the map got a hunch lending you mokes a hand's gonna end me up where I'm going
1092;92;Freya;Female;and what makes you think that
1093;92;Brok;Male;because last I heard tell she was running with that beef-wit brother of yours
1094;92;Freya;Female;Freyr is not a part of this
1095;92;Brok;Male;well my hunt says otherwise Scrote too
1096;92;Freya;Female;oh no something's wrong my spell I can feel it slipping
1097;92;Brok;Male;well that's Fimbulwinter for you
1098;92;Freya;Female;you don't understand I'll be torn from the realm
1099;92;Kratos;Male;what can be done
1100;92;Freya;Female;something I was hoping to avoid
1101;93;Kratos;Male;Quiet
1102;93;Freyr;Male;Now what do we have here Old one -ye and another God to do his dirty work Thor too busy
1103;93;Kratos;Male;We do not serve Odin
1104;93;Freyr;Male;No? picked a dangerous place for sightseeing then am I right?
1105;93;Mimir;Male;Now now no need for threats brother
1106;93;Freyr;Male;oh I know that voice you know I would cut off your head but it seems somebody beat me to it
1107;93;Mimir;Male;Aye oh quite observant brother
1108;93;Freyr;Male;oh oh you're no brother of mine you sold my sister to that prick
1109;93;Mimir;Male;we brokered a peace
1110;93;Freyr;Male;Oh did you now? where is it hmm and where is my sister some dungeon in Asgard is she even alive answered me I guess we'll settle for blood
1111;93;Freya;Female;stop
1112;93;Freyr;Male;what is that why do you speak in her voice
1113;93;Freya;Female;it's me Yngvi there's no time to explain just listen these men are in my service I'm here to reclaim what's been taken from me
1114;93;Freyr;Male;It's too late you can not undo what's been done
1115;93;Freya;Female;I can I will now let them pass
1116;93;Freyr;Male;So you serve my sister?
1117;93;Kratos;Male;Hrn
1118;93;Freyr;Male;Well don't we all, cut him down
1119;93;Brok;Male;what's with leaving me hanging like that you crusty hag?
1120;94;Freyr;Male;We are pretty used to only seeing Aesir in these parts don't typically get friendly faces That is a friendly face right
1121;94;Mimir;Male;his name is Kratos and no the Aesir are in Vanaheim?
1122;94;Freyr;Male;yeah we've been occupied since I have lost count
1123;94;Kratos;Male;what is your plan
1124;94;Freyr;Male;still kinda working on it
1125;94;Mimir;Male;brother I think I could be of use here if my council is welcome
1126;94;Freyr;Male;I'll take what I can get
